2018-07-24~[4966, 1902]
2018-05-10~[2527, 1034]
2018-06-21~[3039, 1188]
2018-07-23~[3996, 1772]
2018-05-09~[2317, 853]
2018-06-20~[3058, 1411]
2018-05-08~[2350, 901]
2018-07-22~[4048, 1547]
2018-06-19~[2416, 1040]
2018-05-07~[1784, 601]
2018-05-06~[1790, 640]
2018-06-18~[2913, 1226]
2018-07-21~[3236, 1424]
2018-05-05~[1457, 497]
2018-05-04~[2266, 868]
2018-06-17~[3246, 1013]
2018-07-20~[4451, 1906]
2018-05-03~[2629, 993]
2018-06-16~[2116, 763]
2018-09-19~[3642, 1697]
2018-09-18~[4340, 2141]
2018-08-24~[3377, 1525]
2018-08-23~[5045, 1724]
2018-08-22~[2750, 977]
2018-08-21~[3551, 1139]
2018-08-20~[2632, 1223]
2018-08-19~[2469, 1122]
2018-08-18~[2159, 841]
2018-08-17~[2253, 830]
2018-08-16~[2515, 991]
2018-08-15~[2240, 901]
2018-08-14~[1965, 927]
2018-08-13~[2386, 922]
2018-08-12~[2449, 877]
2018-08-11~[2054, 814]
2018-08-10~[2513, 1019]
2018-08-09~[2488, 1084]
2018-08-08~[2321, 1140]
2018-08-07~[2811, 1131]
2018-08-06~[2940, 1132]
2018-08-05~[2597, 956]
2018-08-04~[2032, 894]
2018-08-03~[3002, 1323]
2018-08-02~[3195, 1206]
2018-08-01~[3387, 1487]
2018-07-19~[4442, 1827]
2018-07-18~[4599, 2165]
2018-07-17~[6392, 2662]
2018-07-16~[5166, 2681]
2018-07-15~[3303, 2299]
2018-07-14~[2322, 1570]
2018-07-13~[4838, 2976]
2018-07-12~[4906, 3003]
2018-07-11~[5232, 2961]
2018-07-10~[5914, 3356]
2018-07-09~[17155, 7380]
2018-07-08~[4178, 2156]
2018-07-07~[3065, 1969]
2018-07-06~[4160, 2337]
2018-07-05~[3703, 1774]
2018-07-04~[3206, 1487]
2018-07-03~[3255, 1435]
2018-07-02~[3147, 1273]
2018-07-01~[2704, 902]
2018-06-15~[2399, 960]
2018-06-14~[3633, 1379]
2018-06-13~[4298, 1876]
2018-06-12~[4965, 2199]
2018-06-11~[3657, 1474]
2018-06-10~[2555, 1008]
2018-06-09~[2509, 1009]
2018-06-08~[3439, 1560]
2018-06-07~[3837, 1531]
2018-06-06~[3344, 1170]
2018-06-05~[2653, 928]
2018-06-04~[2251, 906]
2018-06-03~[2194, 911]
2018-06-02~[1770, 662]
2018-06-01~[2400, 844]
2018-05-02~[2971, 1168]
2018-05-01~[2555, 1101]
2018-04-15~[1687, 649]
2018-04-14~[1599, 562]
2018-04-13~[1930, 672]
2018-04-12~[2053, 856]
2018-04-11~[1988, 849]
2018-04-10~[2240, 860]
2018-04-09~[2034, 677]
2018-04-08~[1666, 552]
2018-04-07~[1604, 577]
2018-04-06~[1604, 553]
2018-09-20~[5791, 2640]
2018-09-21~[9387, 3869]
2018-09-22~[4910, 1879]
2018-09-23~[4158, 1725]
2018-09-25~[4561, 2208]
2018-09-24~[4870, 1997]
2018-09-28~[3200, 1214]
2018-09-27~[3277, 1523]
2018-09-26~[3611, 1533]
2018-09-30~[1394, 539]
2018-09-29~[3094, 1174]
