id~user_id~datetime~text
940573311775453184~360659189~2017-12-12 14:25:27~Senior EU official: The European Council will also adopt guidelines for the second phase of talks with particular emphasis on transition but also some areas of the future framework.  #Brexit
940567861663236098~1498015704~2017-12-12 14:03:47~"Join our #seminar  ""Normal at last? German Strategic Culture and the Holocaust"", a seminar on German foreign- and security policy after #Brexit , #Ukraine  and #Trump , at the Royal Danish Defence College, building 75, AUD, on 14 December, 14-16.
  http://www. fak.dk/nyheder/Pages/ Conference-normal-at-last.aspx   …"
940573006841163776~84296426~2017-12-12 14:24:14~New #Brexit  analysis by @OHENews  for ABPI and @BIA_UK  on public health and economic implications of Brexit published http://www. abpi.org.uk/media-centre/n ewsreleases/2017/Pages/Safeguarding-public-health-must-be-number-one-priority-for-EU27-and-UK-Government-in-phase-two-of-Brexit-talks.aspx   …
940577895893880833~18571616~2017-12-12 14:43:40~"EU official says UK has until March to explain trade deal it wants.

#Brexit  draft narrows down EU trade mandate start to March 2018. 

BLMBG"
940579549032714240~354863233~2017-12-12 14:50:14~When Michel Barnier heard that #D .Davies saying he's not 'clever'  he increased the #Brexit  bill by 10%,  assuming that he wouldn't notice.
936913255066255362~2213812041~2017-12-02 12:01:41~Would Shakespeare define this as a tragedy or a comedy? #Brexit  #brexitshambles   https:// twitter.com/davidallengree n/status/936911344388861953   …
940499040269230081~26970590~2017-12-12 09:30:19~UK Wants ‘Virtually Identical’ Trade Deal With EU After #Brexit   http:// ow.ly/i6mT30hasng  
939877638860099584~471342135~2017-12-10 16:21:05~PolticsNewz: #Brexit  secretary says a no-deal Brexit now less likely  https:// goo.gl/cA3jNS   pic.twitter.com/hc61HEXLU2
940498966101274624~3315625942~2017-12-12 09:30:01~Might blockchains help crack #Brexit  Irish trade problem? - Enterprise Times  https:// buff.ly/2nNHFeG   pic.twitter.com/Nc8MFNt62m
940492604126453760~929810031637299200~2017-12-12 09:04:44~Fascinating article, puts a lot of context on recent events. #brexit  #trump  #russia   https://www. theatlantic.com/amp/article/54 6548/   …
934857324812029952~2994141723~2017-11-26 19:52:09~Which of the investors you advised to take money out of the UK because of your #brexit  are in the Number Plate Recognition business I wonder? Worth looking into.
940580611718352897~849236631064371202~2017-12-12 14:54:27~"Finally - Brexit Negotiations Make Some Progress
Read the full story on the EuropeFX blog:
 http:// ow.ly/f6fv30haQ81   
#brexit  #may  #juncker  #eu pic.twitter.com/54YaoLb3L4"
840705812045668354~2805871670~2017-03-12 00:27:39~MPs slam Theresa May over lack of a plan if Brexit talks collapse - The Guardian  https:// goo.gl/fb/ZqYdBQ    #Brexit
840706990255013889~785568695682789376~2017-03-12 00:32:20~A large wave of immigrants and 4 more reasons why the UK chose Brexit:  http:// dld.bz/fgk8E    #uk  #brexit  #eu  #immigrants
723395463118901249~2170986966~2016-04-22 08:18:13~"@ BBCPropaganda  @Sledge1960  Do we really think Obamas words will impact on voters.  Hypocrite. US wouldn't hand over power to anyone 
#Brexit"
847052235125092352~15977038~2017-03-29 13:46:04~Press statement by Donald Tusk live at 1145 GMT #Article50  #Brexit   http:// dlvr.it/NlZchq    #Article50  #Brexit  → via @ForexBTC
847054695466176513~3235220435~2017-03-29 13:55:51~"Where’s the balance of risks for UK assets as Article 50 triggered? via @FT 
#Brexit  #Brussels  #BrexitCost http:// on.ft.com/2ofvyDi  "
847227453592424452~766873744518242304~2017-03-30 01:22:20~FinancialReview UK PM Theresa May's opening offer for a #Brexit  deal has run into immediate opposition. http:// bit.ly/2nwPCkH    #BSAFunds  #M …
848860149376745473~3235220435~2017-04-03 13:30:05~"Average @WTO  #Tariffs  for various food groups - don't let anyone tell you no deal is ""perfectly okay""
#Brexit   pic.twitter.com/sBwWtIYfKM"
746617273163591680~365949566~2016-06-25 10:13:24~This is a must read on #Brexit   https:// twitter.com/SmithsonianMag /status/746523420221972480   …
746617390553796609~347819488~2016-06-25 10:13:52~After the #Brexit  26 EU members will face the face of France, not sure if that's a plus for Europe.
948525863104077824~724847498460844032~2018-01-03 13:06:03~# BREXIT  - Read the lastest Brexit new on our website - Brexit -  https://www. eu-exit.com/most-britons-w ant-may-to-lead-through-brexit-process-telegraph/   … pic.twitter.com/TMP5ysNRFx
948526614576553986~724556922200928258~2018-01-03 13:09:02~UK reportedly seeking closer ties with #AsiaPacific  #TPP  trade group as part of post-#Brexit  strategy  https://www. ft.com/content/739430 36-efa9-11e7-b220-857e26d1aca4   …
948527383337979904~65322179~2018-01-03 13:12:05~Britain could seek to join Trans-Pacific Partnership group post-#Brexit   https:// openeurope.org.uk/daily-shakeup/ david-davis-urges-eu-cherry-picking-future-uk-eu-economic-relationship/#section-1   …
965514713130991616~3123435075~2018-02-19 10:13:40~What do you think the effect of #brexit  will be on science in the EU and UK? It will
965514921575419905~313154664~2018-02-19 10:14:30~41% of #employers  favour #skills  based #immigration  system according to survey of more than 2,000 employers by @CIPD  and @AdeccoGroup  #Brexit   https://www. personneltoday.com/hr/immigration -system-brexit-skills-shortage/   …
940578880817127424~17019081~2017-12-12 14:47:34~Record breaking number of visitors to Northern Ireland last year #Brexit   pic.twitter.com/Med7xPhozG
940575595062349829~95699146~2017-12-12 14:34:31~"EU leaders will say on Friday that phase 2 of #Brexit  talks can only progress if UK commitments are “faithfully” transposed in legislative terms.
A “clear answer” says EU official."
940574213970292736~852137263341481984~2017-12-12 14:29:02~We’ve been looking out for useful analysis re: #Brexit  and #citizensrights  - here’s something from @freemovementlaw  on last week’s #sufficientprogress   http:// bit.ly/2l1CPcW   pic.twitter.com/WOFSU4sdxX
940573115511377920~57969589~2017-12-12 14:24:40~"December #Euco  in a nutshell:
- Tusk will ask to scrap the quotas that were never really applied anyway
- Short discussion on € and decision not to be too ambitious
- Confirm a vague #brexit  deal that was already announced on Monday
#Amazing"
940566361893371904~761573143886622720~2017-12-12 13:57:50~Post- #Brexit  Britain: Greenwich lectures lead the debate  http:// ow.ly/mTCQ30haM2l    #ProudtobeGre pic.twitter.com/mnlQLO2Xbe
940252237875568640~612473~2017-12-11 17:09:37~"Follow the latest as PM takes questions from MPs on #Brexit  deal

 http:// bbc.in/2ALAXbQ   https:// twitter.com/BBCNormanS/sta tus/940249988789088257   …"
940135113819607040~49950808~2017-12-11 09:24:12~This week, we will focus on #Brexit  in #EPlenary . We are going to debate the state of play of negotiations with the #UK  before the #EUCO  Summit scheduled for the end of the week. More information about my agenda during this week’s plenary session here:  https:// goo.gl/pSm2rW  
940121537688096768~2208417205~2017-12-11 08:30:15~There’s a reason why Britain used to be known as Perfidious Albion #Brexit   https:// twitter.com/guardian/statu s/939973988868124675   … https:// twitter.com/guardian/statu s/939973988868124675   …
940119403601039361~15737703~2017-12-11 08:21:47~If you missed it, check out what you need to know this morning on business, #Brexit  and #Bitcoin   https://www. jazzfm.com/player/od/9581/   https:// twitter.com/gsandsactual/s tatus/940104563830300673   …
940119033453645825~3176060962~2017-12-11 08:20:18~Daily briefing: Chemists react to Brexit, bitcoin futures launch, fake dinosaurs | #Brexit
939961506896195584~19876850~2017-12-10 21:54:21~For anyone who wants to read the UK/EU 1st phase agreement here's the link  https://www. gov.uk/government/upl oads/system/uploads/attachment_data/file/665869/Joint_report_on_progress_during_phase_1_of_negotiations_under_Article_50_TEU_on_the_United_Kingdom_s_orderly_withdrawal_from_the_European_Union.pdf   …  #Brexit  #BrexitDeal  #EU
939957083583254528~82093788~2017-12-10 21:36:46~An independent (financial adviser's) view #brexit  #homelessatchristmas  @thebigissue   https://www. linkedin.com/pulse/independ ent-financial-advisers-view-philip-hanley-6345708694386409472/?published=t   … pic.twitter.com/RWhrkh4hXX
